id,applicant,run,source,decision,reason,income,debts,credit_score,employment_years,rent,loan_amount,pay_slips_verified,bank_statements_verified,id_verified,dti_ratio,disposable_income,bureau_score_1,bureau_score_2,bureau_score_3
77,Applicant 77,run_4,GPT,DECLINED,"Credit score of 565 is below the 580 minimum threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",63492,961,565,5.8,986,21300,True,True,True,0.1816,3344.0,600,595,593
77,Applicant 77,run_4,SESL,DECLINED,Credit score below 640,63492,961,565,5.8,986,21300,True,True,True,0.1816,3344.0,600,595,593
78,Applicant 78,run_4,GPT,MANUAL REVIEW,"Document verification issue: ID not verified, but applicant has a strong financial profile (credit score of 778 and annual income of £30,156). Requires manual review as per section 5.1.",30156,918,778,8.2,1287,6934,True,True,False,0.3653,308.0,782,725,788
78,Applicant 78,run_4,SESL,DECLINED,Required document unverified and no exception applies,30156,918,778,8.2,1287,6934,True,True,False,0.3653,308.0,782,725,788
79,Applicant 79,run_4,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 24.56% and disposable income of £2229.83. Their credit score of 770 and consistent bureau scores indicate low credit risk. With stable employment history of 1.1 years and no rule triggers, the application meets all approval criteria.",47146,965,770,1.1,734,14943,True,True,True,0.2456,2229.83,770,826,758
79,Applicant 79,run_4,SESL,MANUAL REVIEW,Employment between 1 and 2 years,47146,965,770,1.1,734,14943,True,True,True,0.2456,2229.83,770,826,758
80,Applicant 80,run_4,GPT,DECLINED,"The applicant's disposable income is £185.33, below the required minimum of £300, and bureau score 1 is 576, which is below the 580 decline threshold. No exceptions apply. The application must therefore be declined.",25408,821,615,6.7,1111,11874,True,False,True,0.3878,185.33,576,626,635
80,Applicant 80,run_4,SESL,DECLINED,Required document unverified and no exception applies,25408,821,615,6.7,1111,11874,True,False,True,0.3878,185.33,576,626,635
81,Applicant 81,run_4,GPT,DECLINED,"The applicant's bureau score of 545 falls below the 580 minimum threshold, resulting in a decline as per section 5.3 Creditworthiness Assessment.",57057,523,574,2.8,643,4440,True,True,True,0.11,3588.75,545,615,544
81,Applicant 81,run_4,SESL,DECLINED,Credit score below 640,57057,523,574,2.8,643,4440,True,True,True,0.11,3588.75,545,615,544
82,Applicant 82,run_4,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 26.38% and disposable income of £1736.25. Their credit score of 737 and consistent bureau scores indicate low credit risk. With stable employment history of 7.7 years and no rule triggers, the application meets all approval criteria.",46851,1030,737,7.7,1138,11799,True,True,True,0.2638,1736.25,706,697,753
82,Applicant 82,run_4,SESL,APPROVED,All approval criteria met,46851,1030,737,7.7,1138,11799,True,True,True,0.2638,1736.25,706,697,753
83,Applicant 83,run_4,GPT,DECLINED,"The applicant's credit score of 618 is below the 640 threshold, indicating elevated risk and leading to decline as per section 5.3 Creditworthiness Assessment.",49617,297,618,2.3,1063,23356,True,True,True,0.0718,2774.75,599,583,628
83,Applicant 83,run_4,SESL,DECLINED,Credit score below 640,49617,297,618,2.3,1063,23356,True,True,True,0.0718,2774.75,599,583,628
84,Applicant 84,run_4,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_3: 594) requires decline.,35657,539,616,5.3,1315,16119,True,True,True,0.1814,1117.42,654,657,594
84,Applicant 84,run_4,SESL,DECLINED,Credit score below 640,35657,539,616,5.3,1315,16119,True,True,True,0.1814,1117.42,654,657,594
85,Applicant 85,run_4,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_2: 566) indicates elevated risk and leads to decline.,40972,306,569,9.4,785,15777,True,True,True,0.0896,2323.33,592,566,592
85,Applicant 85,run_4,SESL,DECLINED,Credit score below 640,40972,306,569,9.4,785,15777,True,True,True,0.0896,2323.33,592,566,592
86,Applicant 86,run_4,GPT,DECLINED,"Credit score of 633 is below the 640 threshold, indicating elevated risk and leading to decline as per section 5.3 Creditworthiness Assessment.",51521,292,633,3.7,1372,24007,True,True,True,0.068,2629.42,649,643,653
86,Applicant 86,run_4,SESL,DECLINED,Credit score below 640,51521,292,633,3.7,1372,24007,True,True,True,0.068,2629.42,649,643,653
87,Applicant 87,run_4,GPT,MANUAL REVIEW,"Document verification issue: bank statements unverified, but applicant has a strong financial profile with credit score of 725 and income of £59,797, requiring manual review as per section 5.1.",59797,274,725,6.1,702,23778,True,False,True,0.055,4007.08,735,742,715
87,Applicant 87,run_4,SESL,MANUAL REVIEW,One document unverified but strong financial profile,59797,274,725,6.1,702,23778,True,False,True,0.055,4007.08,735,742,715
88,Applicant 88,run_4,GPT,MANUAL REVIEW,"The applicant's DTI of 43.17% falls into the 35%-45% manual review range (Section 5.2). Additionally, the disposable income of £412.33 is within the £300–£599 manual review range (Section 5.2).",27712,997,723,5.9,900,19907,False,True,True,0.4317,412.33,730,705,742
88,Applicant 88,run_4,SESL,DECLINED,Required document unverified and no exception applies,27712,997,723,5.9,900,19907,False,True,True,0.4317,412.33,730,705,742
89,Applicant 89,run_4,GPT,DECLINED,"The applicant's disposable income is £191.75, below the required minimum of £300, resulting in a decline as per section 5.2 Disposable Income.",28941,1045,688,3.3,1175,13843,False,True,True,0.4333,191.75,675,727,680
89,Applicant 89,run_4,SESL,DECLINED,Required document unverified and no exception applies,28941,1045,688,3.3,1175,13843,False,True,True,0.4333,191.75,675,727,680
90,Applicant 90,run_4,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 18.71% and disposable income of £2302.83. Their credit score of 776 and consistent bureau scores indicate low credit risk. With stable employment history of 6.4 years and no rule triggers, the application meets all approval criteria.",48226,752,776,6.4,964,21724,True,True,True,0.1871,2302.83,736,726,787
90,Applicant 90,run_4,SESL,APPROVED,All approval criteria met,48226,752,776,6.4,964,21724,True,True,True,0.1871,2302.83,736,726,787
91,Applicant 91,run_4,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 16.79% and disposable income of £3036.33. Their credit score of 680 falls into the manual review range, but the DTI and disposable income are well above the thresholds for approval. With stable employment history of 9.2 years and no rule triggers, the application meets all approval criteria.",61912,866,680,9.2,1257,8351,True,True,True,0.1679,3036.33,683,667,686
91,Applicant 91,run_4,SESL,MANUAL REVIEW,Credit score between 640 and 699,61912,866,680,9.2,1257,8351,True,True,True,0.1679,3036.33,683,667,686
92,Applicant 92,run_4,GPT,DECLINED,"Bureau score 2 is below 580, which leads to decline as per Creditworthiness Assessment section 5.3.",62009,1199,623,0.7,1205,12937,True,True,True,0.232,2763.42,660,573,602
92,Applicant 92,run_4,SESL,DECLINED,Credit score below 640,62009,1199,623,0.7,1205,12937,True,True,True,0.232,2763.42,660,573,602
93,Applicant 93,run_4,GPT,DECLINED,"Loan amount of £23,571 exceeds 50% of annual income (£32,853), resulting in decline as per Loan Amount vs Income policy.",32853,362,722,7.6,1006,23571,True,True,True,0.1322,1369.75,749,782,717
93,Applicant 93,run_4,SESL,APPROVED,All approval criteria met,32853,362,722,7.6,1006,23571,True,True,True,0.1322,1369.75,749,782,717
94,Applicant 94,run_4,GPT,DECLINED,"The applicant's bureau score of 600 is below the 580 minimum threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",35128,331,628,4.4,1212,17782,True,True,True,0.1131,1384.33,608,608,600
94,Applicant 94,run_4,SESL,DECLINED,Credit score below 640,35128,331,628,4.4,1212,17782,True,True,True,0.1131,1384.33,608,608,600
95,Applicant 95,run_4,GPT,MANUAL REVIEW,Credit score of 648 requires manual review as it falls between 640 and 699 according to section 5.3 Creditworthiness Assessment.,58092,463,648,1.2,629,14533,True,True,True,0.0956,3749.0,630,615,669
95,Applicant 95,run_4,SESL,MANUAL REVIEW,Credit score between 640 and 699,58092,463,648,1.2,629,14533,True,True,True,0.0956,3749.0,630,615,669
96,Applicant 96,run_4,GPT,MANUAL REVIEW,"Credit score of 624 falls between 620 and 639, requiring manual review as per Creditworthiness Assessment section 5.3.",59606,1010,624,4.2,914,19766,True,True,True,0.2033,3043.17,625,638,646
96,Applicant 96,run_4,SESL,DECLINED,Credit score below 640,59606,1010,624,4.2,914,19766,True,True,True,0.2033,3043.17,625,638,646
97,Applicant 97,run_4,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 31.02% and disposable income of £1263.17. Their credit score of 709 and consistent bureau scores indicate low credit risk. With stable employment history of 6.4 years and no rule triggers, the application meets all approval criteria.",33038,854,709,6.4,636,8523,True,True,True,0.3102,1263.17,747,746,730
97,Applicant 97,run_4,SESL,APPROVED,All approval criteria met,33038,854,709,6.4,636,8523,True,True,True,0.3102,1263.17,747,746,730
98,Applicant 98,run_4,GPT,DECLINED,"Credit score of 613 is below the 640 threshold, indicating elevated risk and leading to decline as per section 5.3 Creditworthiness Assessment.",38524,574,613,9.0,1187,9368,False,True,True,0.1788,1449.33,587,669,620
98,Applicant 98,run_4,SESL,DECLINED,Required document unverified and no exception applies,38524,574,613,9.0,1187,9368,False,True,True,0.1788,1449.33,587,669,620
99,Applicant 99,run_4,GPT,DECLINED,"Bureau score below 580; bureau score 1 is 576, which is below the 580 threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",31258,561,585,2.1,1102,13692,True,True,True,0.2154,941.83,576,565,612
99,Applicant 99,run_4,SESL,DECLINED,Credit score below 640,31258,561,585,2.1,1102,13692,True,True,True,0.2154,941.83,576,565,612
100,Applicant 100,run_4,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 14.87% and disposable income of £2775.33. Their credit score of 757 and consistent bureau scores indicate low credit risk. With stable employment history of 9.5 years and no rule triggers, the application meets all approval criteria.",53188,659,757,9.5,998,17619,True,True,True,0.1487,2775.33,730,750,751
100,Applicant 100,run_4,SESL,APPROVED,All approval criteria met,53188,659,757,9.5,998,17619,True,True,True,0.1487,2775.33,730,750,751
1,Applicant 1,run_5,GPT,MANUAL REVIEW,"Credit score of 661 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",47496,415,661,4.5,821,7848,True,True,True,0.1049,2722.0,645,629,674
1,Applicant 1,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,47496,415,661,4.5,821,7848,True,True,True,0.1049,2722.0,645,629,674
2,Applicant 2,run_5,GPT,MANUAL REVIEW,Employment duration less than one year requires manual review per Employment Stability section.,59724,651,721,0.7,784,11894,True,True,True,0.1308,3542.0,687,778,707
2,Applicant 2,run_5,SESL,DECLINED,Employment less than 1 year,59724,651,721,0.7,784,11894,True,True,True,0.1308,3542.0,687,778,707
3,Applicant 3,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 751, DTI of 5.54%, disposable income of £3423.42, stable employment of 3 years, and loan amount within acceptable range.",54329,251,751,3.0,853,17261,True,True,True,0.0554,3423.42,758,718,725
3,Applicant 3,run_5,SESL,APPROVED,All approval criteria met,54329,251,751,3.0,853,17261,True,True,True,0.0554,3423.42,758,718,725
4,Applicant 4,run_5,GPT,MANUAL REVIEW,Credit score of 689 requires manual review per credit score thresholds.,52736,628,689,3.1,754,13600,True,True,True,0.1429,3012.67,714,707,678
4,Applicant 4,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,52736,628,689,3.1,754,13600,True,True,True,0.1429,3012.67,714,707,678
5,Applicant 5,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_2: 541),58007,1198,583,1.0,803,6754,True,True,True,0.2478,2832.92,569,541,603
5,Applicant 5,run_5,SESL,DECLINED,Credit score below 640,58007,1198,583,1.0,803,6754,True,True,True,0.2478,2832.92,569,541,603
6,Applicant 6,run_5,GPT,MANUAL REVIEW,"Credit score of 661 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",64150,374,661,1.3,1223,22913,True,True,True,0.07,3748.83,636,698,683
6,Applicant 6,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,64150,374,661,1.3,1223,22913,True,True,True,0.07,3748.83,636,698,683
7,Applicant 7,run_5,GPT,MANUAL REVIEW,"Document Verification: Bank statements unverified, requires manual review per policy exception for strong financial profile.",47052,1055,730,5.9,1337,6423,True,False,True,0.2691,1529.0,751,750,710
7,Applicant 7,run_5,SESL,DECLINED,Required document unverified and no exception applies,47052,1055,730,5.9,1337,6423,True,False,True,0.2691,1529.0,751,750,710
8,Applicant 8,run_5,GPT,MANUAL REVIEW,"Credit score of 632 falls within the 620-639 range, requiring manual review per creditworthiness assessment policy.",48511,217,632,6.9,1213,8673,True,True,True,0.0537,2612.58,649,634,632
8,Applicant 8,run_5,SESL,DECLINED,Credit score below 640,48511,217,632,6.9,1213,8673,True,True,True,0.0537,2612.58,649,634,632
9,Applicant 9,run_5,GPT,MANUAL REVIEW,"Credit score of 689 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",62640,1106,689,4.3,869,5458,True,True,True,0.2119,3245.0,711,719,704
9,Applicant 9,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,62640,1106,689,4.3,869,5458,True,True,True,0.2119,3245.0,711,719,704
10,Applicant 10,run_5,GPT,DECLINED,"Document Verification: Bank statements unverified, application cannot proceed.",50767,400,615,4.9,1037,8231,True,False,True,0.0945,2793.58,638,555,633
10,Applicant 10,run_5,SESL,DECLINED,Required document unverified and no exception applies,50767,400,615,4.9,1037,8231,True,False,True,0.0945,2793.58,638,555,633
11,Applicant 11,run_5,GPT,MANUAL REVIEW,"Credit score of 660 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",53234,782,660,2.3,674,10679,True,True,True,0.1763,2980.17,652,691,652
11,Applicant 11,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,53234,782,660,2.3,674,10679,True,True,True,0.1763,2980.17,652,691,652
12,Applicant 12,run_5,GPT,APPROVED,"The applicant meets all policy requirements: all documents verified, credit score of 766 is above 700, DTI of 32.56% is below 35%, disposable income of £1175.5 is above £600, and employment duration of 4.5 years is stable.",41898,1137,766,4.5,1179,9680,True,True,True,0.3256,1175.5,804,724,787
12,Applicant 12,run_5,SESL,APPROVED,All approval criteria met,41898,1137,766,4.5,1179,9680,True,True,True,0.3256,1175.5,804,724,787
13,Applicant 13,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_2: 539),54632,801,582,4.4,1255,12562,True,True,True,0.1759,2496.67,567,539,597
13,Applicant 13,run_5,SESL,DECLINED,Credit score below 640,54632,801,582,4.4,1255,12562,True,True,True,0.1759,2496.67,567,539,597
14,Applicant 14,run_5,GPT,MANUAL REVIEW,"Credit score of 654 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",57642,340,654,6.3,1301,6000,True,True,True,0.0708,3162.5,628,640,639
14,Applicant 14,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,57642,340,654,6.3,1301,6000,True,True,True,0.0708,3162.5,628,640,639
15,Applicant 15,run_5,GPT,APPROVED,"The applicant meets all policy requirements: verified documents, credit score of 771, DTI of 27.82%, disposable income of £951.83, stable employment of 2 years, and loan amount within acceptable range.",34462,799,771,2.0,1121,10535,True,True,True,0.2782,951.83,786,798,765
15,Applicant 15,run_5,SESL,APPROVED,All approval criteria met,34462,799,771,2.0,1121,10535,True,True,True,0.2782,951.83,786,798,765
16,Applicant 16,run_5,GPT,MANUAL REVIEW,"Document Verification: Bank statements unverified, requires manual review per policy exception for strong financial profile.",28831,278,653,7.3,1116,23759,True,False,True,0.1157,1008.58,674,664,640
16,Applicant 16,run_5,SESL,DECLINED,Required document unverified and no exception applies,28831,278,653,7.3,1116,23759,True,False,True,0.1157,1008.58,674,664,640
17,Applicant 17,run_5,GPT,MANUAL REVIEW,"Disposable income of £556.92 falls into the £300–£599 range, requiring manual review per affordability assessment policy.",29303,550,749,8.1,1335,18672,True,True,True,0.2252,556.92,709,769,746
17,Applicant 17,run_5,SESL,MANUAL REVIEW,Disposable income between £300 and £600,29303,550,749,8.1,1335,18672,True,True,True,0.2252,556.92,709,769,746
18,Applicant 18,run_5,GPT,MANUAL REVIEW,"Credit score of 661 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",54266,443,661,6.2,666,20121,True,True,True,0.098,3413.17,700,703,661
18,Applicant 18,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,54266,443,661,6.2,666,20121,True,True,True,0.098,3413.17,700,703,661
19,Applicant 19,run_5,GPT,MANUAL REVIEW,Credit score of 692 requires manual review per credit score thresholds (640-699).,28305,204,692,3.5,860,8644,True,True,True,0.0865,1294.75,661,717,676
19,Applicant 19,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,28305,204,692,3.5,860,8644,True,True,True,0.0865,1294.75,661,717,676
20,Applicant 20,run_5,GPT,DECLINED,"Credit score of 576 is below the 640 threshold, leading to decline as per Creditworthiness Assessment section 5.3.",63125,230,576,8.4,1008,15876,True,True,True,0.0437,4022.42,605,526,564
20,Applicant 20,run_5,SESL,DECLINED,Credit score below 640,63125,230,576,8.4,1008,15876,True,True,True,0.0437,4022.42,605,526,564
21,Applicant 21,run_5,GPT,MANUAL REVIEW,Credit score of 634 requires manual review per credit score thresholds.,29229,1074,634,2.2,1353,23565,True,True,True,0.4409,8.75,647,694,619
21,Applicant 21,run_5,SESL,MANUAL REVIEW,DTI between 35% and 45%,29229,1074,634,2.2,1353,23565,True,True,True,0.4409,8.75,647,694,619
22,Applicant 22,run_5,GPT,DECLINED,"Creditworthiness Assessment: Bureau score below 580 (bureau_score_1: 559, bureau_score_2: 529)",57096,983,589,2.9,1135,8625,True,True,True,0.2066,2640.0,559,529,582
22,Applicant 22,run_5,SESL,DECLINED,Credit score below 640,57096,983,589,2.9,1135,8625,True,True,True,0.2066,2640.0,559,529,582
23,Applicant 23,run_5,GPT,MANUAL REVIEW,"Credit score of 677 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",53434,1129,677,5.5,805,19731,True,True,True,0.2535,2518.83,675,675,674
23,Applicant 23,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,53434,1129,677,5.5,805,19731,True,True,True,0.2535,2518.83,675,675,674
24,Applicant 24,run_5,GPT,DECLINED,"Creditworthiness Assessment: Credit score of 578 is below the 640 threshold, leading to decline.",49252,820,578,2.3,1109,17653,True,True,True,0.1998,2175.33,602,522,570
24,Applicant 24,run_5,SESL,DECLINED,Credit score below 640,49252,820,578,2.3,1109,17653,True,True,True,0.1998,2175.33,602,522,570
25,Applicant 25,run_5,GPT,APPROVED,"The applicant meets all policy requirements: verified documents, credit score of 772, DTI of 25.6%, disposable income of £1910.5, stable employment of 5.8 years, and loan amount within acceptable range.",44814,956,772,5.8,868,10655,True,True,True,0.256,1910.5,733,743,760
25,Applicant 25,run_5,SESL,APPROVED,All approval criteria met,44814,956,772,5.8,868,10655,True,True,True,0.256,1910.5,733,743,760
26,Applicant 26,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 746, DTI of 24.71%, disposable income of £1740.5, stable employment of 2.6 years, and loan amount within acceptable range.",48906,1007,746,2.6,1328,17259,True,True,True,0.2471,1740.5,758,803,759
26,Applicant 26,run_5,SESL,APPROVED,All approval criteria met,48906,1007,746,2.6,1328,17259,True,True,True,0.2471,1740.5,758,803,759
27,Applicant 27,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_2: 563),25207,873,601,1.6,924,20502,True,True,True,0.4156,303.58,587,563,628
27,Applicant 27,run_5,SESL,MANUAL REVIEW,DTI between 35% and 45%,25207,873,601,1.6,924,20502,True,True,True,0.4156,303.58,587,563,628
28,Applicant 28,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 737, DTI of 15.08%, disposable income of £2716.25, stable employment of 4.1 years, and loan amount within acceptable range.",52203,656,737,4.1,978,15829,True,True,True,0.1508,2716.25,716,745,713
28,Applicant 28,run_5,SESL,APPROVED,All approval criteria met,52203,656,737,4.1,978,15829,True,True,True,0.1508,2716.25,716,745,713
29,Applicant 29,run_5,GPT,DECLINED,"Creditworthiness Assessment: Bureau score below 580 (bureau_score_1: 573, bureau_score_3: 572)",45628,482,578,1.3,987,21341,True,True,True,0.1268,2333.33,573,615,572
29,Applicant 29,run_5,SESL,DECLINED,Credit score below 640,45628,482,578,1.3,987,21341,True,True,True,0.1268,2333.33,573,615,572
30,Applicant 30,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_3: 562),50111,1153,580,9.8,1286,11298,True,True,True,0.2761,1736.92,595,604,562
30,Applicant 30,run_5,SESL,DECLINED,Credit score below 640,50111,1153,580,9.8,1286,11298,True,True,True,0.2761,1736.92,595,604,562
31,Applicant 31,run_5,GPT,APPROVED,"The applicant meets all policy requirements: verified documents, credit score of 769, DTI of 16.62%, disposable income of £2513.17, stable employment of 4 years, and loan amount within acceptable range.",52214,723,769,4.0,1115,4524,True,True,True,0.1662,2513.17,807,730,792
31,Applicant 31,run_5,SESL,APPROVED,All approval criteria met,52214,723,769,4.0,1115,4524,True,True,True,0.1662,2513.17,807,730,792
32,Applicant 32,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_1: 567),51209,454,581,5.6,819,16493,True,True,True,0.1064,2994.42,567,611,592
32,Applicant 32,run_5,SESL,DECLINED,Credit score below 640,51209,454,581,5.6,819,16493,True,True,True,0.1064,2994.42,567,611,592
33,Applicant 33,run_5,GPT,APPROVED,"Applicant meets all policy requirements: credit score of 707, DTI of 22.8%, disposable income of £2735.92, stable employment of 6.9 years, and all documents verified.",53099,1009,707,6.9,680,18967,True,True,True,0.228,2735.92,716,759,692
33,Applicant 33,run_5,SESL,APPROVED,All approval criteria met,53099,1009,707,6.9,680,18967,True,True,True,0.228,2735.92,716,759,692
34,Applicant 34,run_5,GPT,MANUAL REVIEW,"Credit score of 657 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",34732,934,657,4.4,700,15025,True,True,True,0.3227,1260.33,681,632,651
34,Applicant 34,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,34732,934,657,4.4,700,15025,True,True,True,0.3227,1260.33,681,632,651
35,Applicant 35,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 713, DTI of 19.26%, disposable income of £2846.25, stable employment of 5.6 years, and loan amount within acceptable range.",55707,894,713,5.6,902,16800,True,True,True,0.1926,2846.25,738,714,713
35,Applicant 35,run_5,SESL,APPROVED,All approval criteria met,55707,894,713,5.6,902,16800,True,True,True,0.1926,2846.25,738,714,713
36,Applicant 36,run_5,GPT,MANUAL REVIEW,Credit score of 625 requires manual review per credit score thresholds.,44981,1048,625,8.3,1137,12967,True,True,True,0.2796,1563.42,640,655,619
36,Applicant 36,run_5,SESL,DECLINED,Credit score below 640,44981,1048,625,8.3,1137,12967,True,True,True,0.2796,1563.42,640,655,619
37,Applicant 37,run_5,GPT,DECLINED,"Document Verification: ID not verified, application cannot proceed.",56284,1187,685,2.9,654,6630,True,True,False,0.2531,2849.33,703,650,691
37,Applicant 37,run_5,SESL,DECLINED,Required document unverified and no exception applies,56284,1187,685,2.9,654,6630,True,True,False,0.2531,2849.33,703,650,691
38,Applicant 38,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 731, DTI of 8.3%, disposable income of £4077.92, stable employment of 1.3 years, and loan amount within acceptable range.",61595,426,731,1.3,629,6801,True,True,True,0.083,4077.92,750,687,745
38,Applicant 38,run_5,SESL,MANUAL REVIEW,Employment between 1 and 2 years,61595,426,731,1.3,629,6801,True,True,True,0.083,4077.92,750,687,745
39,Applicant 39,run_5,GPT,DECLINED,"Document Verification: Government-issued identification is unverified, which is a mandatory requirement.",31269,695,683,7.1,776,4362,True,True,False,0.2667,1134.75,715,638,654
39,Applicant 39,run_5,SESL,DECLINED,Required document unverified and no exception applies,31269,695,683,7.1,776,4362,True,True,False,0.2667,1134.75,715,638,654
40,Applicant 40,run_5,GPT,MANUAL REVIEW,"Credit score of 661 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",52126,280,661,8.9,1367,20235,True,True,True,0.0645,2696.83,685,697,648
40,Applicant 40,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,52126,280,661,8.9,1367,20235,True,True,True,0.0645,2696.83,685,697,648
41,Applicant 41,run_5,GPT,MANUAL REVIEW,"Credit score of 671 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",29520,643,671,9.3,679,7444,True,True,True,0.2614,1138.0,644,645,693
41,Applicant 41,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,29520,643,671,9.3,679,7444,True,True,True,0.2614,1138.0,644,645,693
42,Applicant 42,run_5,GPT,MANUAL REVIEW,Credit score of 621 requires manual review per credit score thresholds.,27681,388,621,0.4,1296,4595,True,True,True,0.1682,622.75,606,657,640
42,Applicant 42,run_5,SESL,DECLINED,Credit score below 640,27681,388,621,0.4,1296,4595,True,True,True,0.1682,622.75,606,657,640
43,Applicant 43,run_5,GPT,MANUAL REVIEW,"Credit score of 683 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",50014,1059,683,7.8,1206,15111,True,True,True,0.2541,1902.83,672,648,708
43,Applicant 43,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,50014,1059,683,7.8,1206,15111,True,True,True,0.2541,1902.83,672,648,708
44,Applicant 44,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 772, DTI of 15.41%, disposable income of £1391.33, stable employment of 8.2 years, and loan amount within acceptable range.",37684,484,772,8.2,1265,20676,True,True,True,0.1541,1391.33,794,714,770
44,Applicant 44,run_5,SESL,APPROVED,All approval criteria met,37684,484,772,8.2,1265,20676,True,True,True,0.1541,1391.33,794,714,770
45,Applicant 45,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_2: 541),28469,679,592,4.9,1025,13409,True,True,True,0.2862,668.42,618,541,590
45,Applicant 45,run_5,SESL,DECLINED,Credit score below 640,28469,679,592,4.9,1025,13409,True,True,True,0.2862,668.42,618,541,590
46,Applicant 46,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_1: 558),47535,882,579,5.2,845,24549,True,True,True,0.2227,2234.25,558,591,562
46,Applicant 46,run_5,SESL,DECLINED,Credit score below 640,47535,882,579,5.2,845,24549,True,True,True,0.2227,2234.25,558,591,562
47,Applicant 47,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_1: 551),39577,1043,573,2.5,982,18639,True,True,True,0.3162,1273.08,551,561,592
47,Applicant 47,run_5,SESL,DECLINED,Credit score below 640,39577,1043,573,2.5,982,18639,True,True,True,0.3162,1273.08,551,561,592
48,Applicant 48,run_5,GPT,MANUAL REVIEW,Credit score of 691 requires manual review per credit score thresholds.,49823,655,691,0.7,767,17298,True,True,True,0.1578,2729.92,722,668,684
48,Applicant 48,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,49823,655,691,0.7,767,17298,True,True,True,0.1578,2729.92,722,668,684
49,Applicant 49,run_5,GPT,DECLINED,"Credit score of 573 is below the 640 threshold, leading to decline as per Creditworthiness Assessment section.",42297,720,573,0.7,767,6100,True,True,True,0.2043,2037.75,611,616,581
49,Applicant 49,run_5,SESL,DECLINED,Credit score below 640,42297,720,573,0.7,767,6100,True,True,True,0.2043,2037.75,611,616,581
50,Applicant 50,run_5,GPT,MANUAL REVIEW,"Document Verification: Bank statements unverified, requires manual review per policy exception for strong financial profile.",62865,811,653,8.7,954,11285,True,False,True,0.1548,3473.75,654,657,655
50,Applicant 50,run_5,SESL,DECLINED,Required document unverified and no exception applies,62865,811,653,8.7,954,11285,True,False,True,0.1548,3473.75,654,657,655
51,Applicant 51,run_5,GPT,MANUAL REVIEW,"Credit score of 647 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",63930,1129,647,2.4,964,14236,True,True,True,0.2119,3234.5,649,643,651
